Wahltermin,Titel,Vorname,Nachname,Jahrgang,Partei,Wahlkreis,Bundesland,Listenplatz
2009-09-27,,Mark,Roach,1955,DIE LINKE,24,,
2009-09-27,,Walter,Robbe,1939,PBC,280,,
2009-09-27,,Wolfgang,Rochner,1941,NPD,228,,
2009-09-27,,Marcus,Rodewald,1975,FDP,,HB,4
2009-09-27,,Renate,Rodriguez Gómez,1941,Bündnis21/RRP,42,NI,5
2009-09-27,,René,Rodriguez-Teufer,1974,NPD,208,RP,5
2009-09-27,,Alois,Röbosch,1958,REP,,RP,3
2009-09-27,,Hildegard,Röder,1942,Bündnis21/RRP,,BY,6
2009-09-27,,Harald,Röhl,1962,NPD,147,,
2009-09-27,,Walter Franz,Röhling,1944,Bündnis21/RRP,,BY,17
2009-09-27,Dr.,Peter,Röhlinger,1939,FDP,194,TH,2
2009-09-27,,Carolin,Röhrig,1982,CDU,,SL,16
2009-09-27,,Christina,Roemer,1965,SPD,,TH,12
2009-09-27,,Christian,Römhild,1983,CDU,64,BB,8
2009-09-27,,Christian,Röner,1966,GRÜNE,150,,
2009-09-27,,Johannes,Röring,1959,CDU,127,,
2009-09-27,,Sabine,Rösch-Dammenmiller,1962,DIE LINKE,263,BW,13
2009-09-27,Dr.,Bernd,Rösel,1964,FDP,257,BY,49
2009-09-27,,René,Röspel,1964,SPD,139,NW,39
2009-09-27,,Tabea,Rößner,1966,GRÜNE,206,RP,3
2009-09-27,,Brigitta Marita,Röthig-Wentz,1962,FDP,210,RP,12
2009-09-27,Dr.,Norbert,Röttgen,1965,CDU,99,NW,5
2009-09-27,,Thomas,Röver,1963,DIE LINKE,51,NI,25
2009-09-27,,Nicole Elisabeth,Rohde,1980,NPD,128,,
2009-09-27,,Frank Roland Otto,Rohleder,1950,NPD,164,,
2009-09-27,,Stefan,Rohmann,1984,FDP,89,NW,46
2009-09-27,,Claas Heinrich Remmert,Rohmeyer,1971,CDU,,HB,4
2009-09-27,,Patricia Katharina,Rohrbach,1953,MLPD,,NW,19
2009-09-27,,Heidi,Rohrlack,1946,GRÜNE,253,,
2009-09-27,,Margit Ricarda,Rolf,1953,ÖDP,,HH,6
2009-09-27,,Andreas,Roll,1967,GRÜNE,266,,
2009-09-27,,Thorsten,Rollman,1969,CSU,,BY,58
2009-09-27,Dr.,Eckart,Rolshoven,1951,FDP,,SL,5
2009-09-27,,Christine,Rorich,1937,NPD,242,,
2009-09-27,,Clemens Josef,Roschka,1961,ÖDP,,TH,4
2009-09-27,,Margarete,Rose,1948,Bündnis21/RRP,45,NI,2
2009-09-27,Dr.,Olaf Volker Bernhard,Rose,1958,NPD,159,SN,1
2009-09-27,Dr.,Martin,Rosemann,1976,SPD,290,BW,20
2009-09-27,,Ingeborg,Rosemann-Kallweit,1951,CDU,,RP,31
2009-09-27,,Josef,Rosner,1955,GRÜNE,227,,
2009-09-27,,Karl Josef,Roß,1950,DVU,,NW,2
2009-09-27,Dr.,Ernst Dieter,Rossmann,1951,SPD,7,SH,1
2009-09-27,,Sascha,Roßmüller,1972,NPD,231,BY,2
2009-09-27,,Claudia,Roth,1955,GRÜNE,252,BY,1
2009-09-27,,Heinz-Walter,Roth,1949,FDP,211,RP,8
2009-09-27,,Jürgen,Roth,1956,GRÜNE,,BE,8
2009-09-27,,Karin,Roth,1949,SPD,261,BW,6
2009-09-27,,Michael,Roth,1970,SPD,170,HE,2
2009-09-27,,Bodo,Rothe,1957,,191,,
2009-09-27,,Judith,Rothe,1979,NPD,75,ST,6
2009-09-27,,Astrid,Rothe-Beinlich,1973,GRÜNE,,TH,3
2009-09-27,,René,Rothhanns,1981,NPD,93,,
2009-09-27,Dr.,Christian,Ruck,1954,CSU,252,BY,21
2009-09-27,,Daniel,Rudloff,1979,FDP,190,,
2009-09-27,,Heinz,Rudolf,1955,NPD,218,,
2009-09-27,Dr.,Karsten,Rudolph,1962,SPD,148,NW,23
2009-09-27,Dr.,Eva-Brigitte,Rudolph-Heger,1934,CDU,,NI,33
2009-09-27,,Andreas,Rückert,1975,,250,,
2009-09-27,,Reinhold,Rückert,1948,DIE LINKE,247,,
2009-09-27,,Erwin Josef,Rüddel,1955,CDU,198,RP,13
2009-09-27,,Peter,Rügner,1966,MLPD,267,BW,13
2009-09-27,,Brigitta Barbara,Rühle,1956,CDU,,SN,9
2009-09-27,,Nelly,Rühle,1979,NPD,273,BW,10
2009-09-27,,Arne,Rüstemeier,1976,CDU,,SH,20
2009-09-27,,Susann,Rüthrich,1977,SPD,156,,
2009-09-27,,Bernd,Rützel,1968,SPD,249,BY,40
2009-09-27,,Katja,Ruiters,1963,GRÜNE,98,,
2009-09-27,,Brigitta,Runge,1962,DIE LINKE,44,NI,22
2009-09-27,,Bärbel,Rupp,1959,FAMILIE,,SL,5
2009-09-27,,Jörg,Rupp,1966,GRÜNE,272,BW,20
2009-09-27,,Klaus-Rainer Heinrich Wilhelm,Rupp,1955,DIE LINKE,55,,
2009-09-27,,Michael,Ruppert,1946,FDP,105,NW,39
2009-09-27,Dr.,Stefan,Ruppert,1971,FDP,176,HE,6
2009-09-27,,Albert,Rupprecht,1968,CSU,235,BY,22
2009-09-27,,Johannes,Rupprecht,1952,MLPD,244,BY,3
2009-09-27,,Marlene Dorothe Henriette,Rupprecht,1947,SPD,243,BY,10
2009-09-27,,Hartmut,Rusin,1951,,14,,
2009-09-27,,Wolfgang,Rußkamp,1955,CDU,134,NW,42
2009-09-27,,Christa,Rust,1944,Tierschutzpartei,177,HE,3
2009-09-27,,Dieter,Rust,1966,SPD,,SL,21
2009-09-27,,Bert,Rutkowsky,1970,Tierschutzpartei,,BE,3
2009-09-27,,Anna,Rutz,1967,GRÜNE,223,,
2009-09-27,,Sarah Janina,Ryglewski,1983,SPD,,HB,4
2009-09-27,,Volker,Sachs,1934,NPD,174,HE,2
2009-09-27,,Wilhelm,Sälinger,1941,,284,,
2009-09-27,,Björn,Sänger,1975,FDP,168,HE,7
2009-09-27,,Bastian Johannes,Saffer,1983,Freie Union,243,,
2009-09-27,,Rüdiger,Sagel,1955,DIE LINKE,148,,
2009-09-27,,Krista,Sager,1953,GRÜNE,21,HH,1
2009-09-27,,Christoph Daniel,Sahm,1974,SPD,,NI,35
2009-09-27,,Rasched,Salem,1963,FDP,,HE,28
2009-09-27,,Matthias,Salomon,1947,MLPD,,SH,2
2009-09-27,,Franz,Salzberger,1952,NPD,,BY,9
2009-09-27,,Bernhard,Sander,1955,DIE LINKE,103,,
2009-09-27,,Daniel,Sander,1973,CDU,281,BW,7
2009-09-27,,Maik,Sandmüller,1977,PIRATEN,,ST,7
2009-09-27,,Mike,Sandow,1971,NPD,58,BB,7
2009-09-27,,Sabine,Saphörster-Heimbach,1962,CSU,,BY,50
2009-09-27,,Manuel,Sarrazin,1982,GRÜNE,24,HH,2
2009-09-27,,Helmut,Saß,1958,NPD,23,,
2009-09-27,,Ronald,Saß,1961,,20,,
2009-09-27,,Michael Willy,Sauer,1964,CSU,,BY,41
2009-09-27,,Theo,Sauer,1955,CDU,,BW,44
2009-09-27,,Herbert,Sauter,1955,REP,,BW,5
2009-09-27,,Matthias,Sauter,1958,MLPD,,NI,8
2009-09-27,,Annette,Sawade,1953,SPD,268,BW,18
2009-09-27,,Anton,Schaaf,1962,SPD,119,NW,57
2009-09-27,,Christian,Schaarschmidt,1971,REP,,BB,2
2009-09-27,Dr.,Hans-Joachim,Schabedoth,1952,SPD,176,HE,14
2009-09-27,,Stefan,Schade,1960,,290,,
2009-09-27,,Regina Klothild,Schadwinkel,1938,ÖDP,,NI,5
2009-09-27,,Reinhold,Schäben,1960,NPD,109,,
2009-09-27,,Gerald Rudolf Hermann,Schädlich,1956,FDP,118,,
2009-09-27,,Andreas,Schäfer,1968,NPD,277,BW,5
2009-09-27,,Anita,Schäfer,1951,CDU,211,RP,7
2009-09-27,,Axel,Schäfer,1952,SPD,141,NW,52
2009-09-27,,Jürgen,Schäfer,1958,CDU,,BW,36
2009-09-27,Dr.,Maike,Schaefer,1971,GRÜNE,,HB,3
2009-09-27,,Michael,Schäfer,1982,NPD,,ST,2
2009-09-27,,Paul Georg,Schäfer,1949,DIE LINKE,97,NW,4
2009-09-27,,Uwe,Schäfer,1938,NPD,8,SH,1
2009-09-27,,Frank,Schäffler,1968,FDP,134,NW,11
2009-09-27,,Herbert,Schär,1949,MLPD,,BY,7
2009-09-27,,Anna-Katharina,Schättiger,1951,CDU,,SH,29
2009-09-27,,Helmut,Schätzlein,1958,,248,,
2009-09-27,,Jürgen,Schäuble,1963,MLPD,,RP,4
2009-09-27,Dr.,Wolfgang,Schäuble,1942,CDU,284,BW,1
2009-09-27,,Gerhard,Schaffarczyk,1957,BP,,BY,37
2009-09-27,,Markus,Schalk,1949,DIE LINKE,33,NI,12
2009-09-27,Dr.,Rainer,Schanne,1942,ÖDP,,RP,10
2009-09-27,,Peter,Schantz,1977,FDP,81,BE,8
2009-09-27,Dr.,Marcus,Schaper,1973,GRÜNE,47,,
2009-09-27,,Karl-Heinz,Schappert,1944,ADM,,BW,7
2009-09-27,,Tim,Schardelmann,1969,FDP,35,NI,17
2009-09-27,,Marion,Schardt,1970,FDP,,HE,24
2009-09-27,,Elisabeth,Scharfenberg,1963,GRÜNE,239,BY,7
2009-09-27,,Alexander,Scharff,1984,DIE LINKE,189,TH,8
2009-09-27,,Ursula,Schauws,1966,GRÜNE,115,NW,15
2009-09-27,Dr.,Annette,Schavan,1955,CDU,291,BW,2
2009-09-27,,Karl,Schedlbauer,1951,BP,253,BY,36
2009-09-27,,Christine,Scheel,1956,GRÜNE,247,BY,3
2009-09-27,,Bernd,Scheelen,1948,SPD,111,NW,13
2009-09-27,Dr.,Hermann,Scheer,1944,SPD,264,BW,8
2009-09-27,,Friedrich,Scheerer,1958,SPD,286,BW,34
2009-09-27,,Maik,Scheffler,1974,NPD,,SN,5
2009-09-27,,Marco,Scheffler,1967,,21,,
2009-09-27,,Martin,Scheibe,1989,REP,,SN,8
2009-09-27,,Andreas,Scheibleger,1987,PIRATEN,,BY,9
2009-09-27,,Matthias,Scheibleger,1989,PIRATEN,,BY,11
2009-09-27,,Katharina,Scheinert,1980,,294,,
2009-09-27,,Gerhard,Schelle,1943,NPD,244,,
2009-09-27,,Julia,Scheller,1982,MLPD,,BW,2
2009-09-27,,Pia,Schellhammer,1985,GRÜNE,207,RP,5
2009-09-27,,Karsten,Schenk,1976,CDU,,HE,46
2009-09-27,Dr.,Frank,Schepke,1935,,6,,
2009-09-27,,Mark,Schepke,1966,,8,,
2009-09-27,Prof. Dr. Dr.,Christian,Scherer,1956,CDU,,NI,46
2009-09-27,,Philipp,Scherer,1984,PIRATEN,208,,
2009-09-27,,Ursula,Scherer,1937,CDU,,BW,43
2009-09-27,,Heidemarie,Scheuch-Paschkewitz,1959,DIE LINKE,171,HE,5
2009-09-27,Dr.,Andreas,Scheuer,1974,CSU,229,,
2009-09-27,,David,Schichel,1981,GRÜNE,104,,
2009-09-27,Dr.,Gerhard,Schick,1972,GRÜNE,275,BW,4
2009-09-27,,Jens-Wolfhard,Schicke,1987,PIRATEN,51,NI,5
2009-09-27,,Alois,Schieber,1964,BüSo,217,BY,11
2009-09-27,,Marianne,Schieder,1962,SPD,234,BY,6
2009-09-27,,Werner,Schieder,1948,SPD,235,BY,15
2009-09-27,,Udo,Schiefner,1959,SPD,112,NW,21
2009-09-27,,Nico,Schiemann,1979,NPD,272,,
2009-09-27,,Cornelia,Schiergott,1956,CDU,,ST,12
2009-09-27,,Karl Richard Maria,Schiewerling,1951,CDU,128,,
2009-09-27,,Hans Lothar,Schiffer,1939,FDP,104,NW,34
2009-09-27,,Barbara,Schilke,1953,MLPD,,MV,1
2009-09-27,,Albert,Schill,1946,CDU,,SN,11
2009-09-27,Dr.,Konrad,Schily,1937,FDP,140,,
2009-09-27,,Wolfgang,Schimmel,1962,NPD,4,SH,7
2009-09-27,,Gabriela,Schimmer-Göresz,1952,ÖDP,,BY,8
2009-09-27,,Herold Albert,Schincke,1951,,122,,
2009-09-27,,Jörg,Schindler,1972,DIE LINKE,71,ST,8
2009-09-27,,Norbert,Schindler,1949,CDU,209,RP,5
2009-09-27,,Tankred,Schipanski,1976,CDU,192,TH,7
2009-09-27,,Georg,Schirmbeck,1949,CDU,39,NI,24
2009-09-27,,Alexander,Schirrah,1969,SPD,,SL,7
2009-09-27,,Tobias,Schläger,1984,SPD,,TH,11
2009-09-27,,Britta Sylvia,Schlage,1956,SPD,,HH,6
2009-09-27,,Richard,Schlappa,1949,DIE LINKE,246,,
2009-09-27,,Michael,Schlecht,1951,DIE LINKE,275,BW,4
2009-09-27,,Laura,Schlegelberger,1983,CDU,,SH,16
2009-09-27,,Paul Friedrich Georg Martin,Schlesinger,1947,MLPD,123,,
2009-09-27,,Gudrun,Schlett,1961,DIE LINKE,245,BY,9
2009-09-27,,Gertraude,Schlierer,1928,REP,,BW,17
2009-09-27,Dr.,Rolf,Schlierer,1955,REP,,BW,1
2009-09-27,,Hanns-Dieter,Schlierf,1954,ÖDP,226,BY,12
2009-09-27,,Bernd,Schlitter-Bankloh,1942,MLPD,,NW,14
2009-09-27,,Klaus-Dieter,Schlottmann,1949,PBC,46,,
2009-09-27,,Bärbel,Schlude,1976,REP,,BY,22
2009-09-27,,Andrew,Schlüter,1967,MLPD,83,BE,1
2009-09-27,,Sanja,Schlüter,1977,MLPD,,BE,7
2009-09-27,,Philipp,Schmagold,1979,GRÜNE,170,HE,24
2009-09-27,,Andreas,Schmalcz,1965,CSU,,BY,57
2009-09-27,,Brigitte,Schmid,1952,GRÜNE,291,,
2009-09-27,,Hans,Schmid,1942,CDU,,RP,23
2009-09-27,,Walter,Schmid,1953,DIE LINKE,291,,
2009-09-27,,Werner,Schmidberger,1937,ADM,,BW,6
2009-09-27,,Michaela,Schmidinger,1969,DVU,,BW,1
2009-09-27,,Andreas,Schmidt,1956,CDU,119,NW,26
2009-09-27,,Birger,Schmidt,1973,PIRATEN,241,,
2009-09-27,,Carina,Schmidt,1986,FDP,276,BW,21
2009-09-27,,Christel,Schmidt,1936,REP,,RP,2
2009-09-27,,Christian,Schmidt,1957,CSU,243,BY,12
2009-09-27,,Dagmar,Schmidt,1973,SPD,173,HE,12
2009-09-27,,Edda,Schmidt,1948,NPD,290,BW,3
2009-09-27,,Ekkehard,Schmidt,1946,SPD,,HE,39
2009-09-27,,Franz,Schmidt,1974,FDP,217,BY,48
2009-09-27,Dr.,Frithjof,Schmidt,1953,GRÜNE,141,NW,4
2009-09-27,,Gabriele,Schmidt,1956,CDU,,BW,17
2009-09-27,,Hans,Schmidt,1939,NPD,295,,
2009-09-27,,Heiko,Schmidt,1988,GRÜNE,249,,
2009-09-27,,Ingrid,Schmidt,1938,CM,,BY,6
2009-09-27,,Karlheinz,Schmidt,1941,CM,,BY,2
2009-09-27,,Marion Beate Friederike,Schmidt,1954,MLPD,,BY,10
2009-09-27,,Miriam,Schmidt,1980,SPD,,NW,42
2009-09-27,,Renate,Schmidt,1959,MLPD,,BW,14
2009-09-27,,Rudolf,Schmidt,1967,PBC,,HB,5
2009-09-27,,Rudolf Lothar,Schmidt,1951,DIE LINKE,162,SN,15
2009-09-27,,Silvia,Schmidt,1954,SPD,75,ST,3
2009-09-27,,Stefan,Schmidt,1985,SPD,,SL,16
2009-09-27,,Tim,Schmidt,1969,PIRATEN,,BE,5
2009-09-27,,Ulla,Schmidt,1949,SPD,88,NW,4
2009-09-27,,Lars,Schmidt-Berg,1978,CDU,,NI,38
2009-09-27,,Ekkehard Arno Walter,Schmidt-Riediger,1939,CDU,,NI,35
2009-09-27,,Christiane,Schmidt-Rose,1959,CDU,,TH,10
2009-09-27,,Brigitte Maria,Schmitt,1973,FAMILIE,,RP,7
2009-09-27,,Christian,Schmitt,1981,FDP,299,SL,2
2009-09-27,,Heinz,Schmitt,1951,SPD,212,RP,11
2009-09-27,,Ingo,Schmitt,1979,CDU,81,,
2009-09-27,,Michael,Schmitt,1971,FAMILIE,,RP,2
2009-09-27,,Thomas,Schmitt,1973,CDU,,SL,14
2009-09-27,,Andreas,Schmitz,1965,GRÜNE,100,,
2009-09-27,,Christian,Schmitz,1975,SPD,,RP,25
2009-09-27,,Jürgen Theo,Schmitz,1965,,93,,
2009-09-27,,Dominik,Schmoll,1988,SPD,,SL,12
2009-09-27,,Ulrich,Schmück,1961,FDP,2,SH,7
2009-09-27,,Hermann August,Schnarre,1935,NPD,121,,
2009-09-27,,Andreas,Schneider,1963,,117,,
2009-09-27,,Astrid,Schneider,1965,GRÜNE,,BE,9
2009-09-27,,Carsten,Schneider,1976,SPD,193,TH,1
2009-09-27,,Franz-Herbert,Schneider,1949,REP,,NW,13
2009-09-27,,Gerda,Schneider,1959,CDU,,BW,56
2009-09-27,,Guntram,Schneider,1951,SPD,133,,
2009-09-27,Dr.,Heinz-Joachim Herbert,Schneider,1939,REP,,TH,1
2009-09-27,,Horst,Schneider,1959,DIE LINKE,,HH,8
2009-09-27,,Maria Magdalena,Schneider,1940,CDU,,SL,17
2009-09-27,,Matthias,Schneider,1960,GRÜNE,117,,
2009-09-27,,Norbert,Schneider,1964,DIE LINKE,196,TH,9
2009-09-27,,Philipp,Schneider,1983,SPD,,SL,15
2009-09-27,,Sebastian,Schneider,1985,PIRATEN,,BE,6
2009-09-27,,Steffen,Schneider,1968,NPD,195,,
2009-09-27,,Ulrich,Schneider,1972,GRÜNE,267,BW,18
2009-09-27,,Volker,Schneider,1955,DIE LINKE,296,,
2009-09-27,,Franz Xaver,Schneiderbauer,1940,REP,,BY,23
2009-09-27,,Charlotte,Schneidewind-Hartnagel,1953,GRÜNE,277,BW,13
2009-09-27,,Jochim,Schnell,1976,NPD,40,NI,11
2009-09-27,,Patrick,Schnieder,1968,CDU,203,RP,12
2009-09-27,,Monya,Schnittke,1985,GRÜNE,122,,
2009-09-27,,Michael,Schnorr,1954,NPD,103,,
2009-09-27,,Toralf,Schnur,1975,FDP,17,MV,5
2009-09-27,,Christoph,Schnurr,1984,FDP,183,HE,8
2009-09-27,,Thomas Friedrich,Schock,1968,DIE LINKE,139,,
2009-09-27,Dr.,Andreas,Schockenhoff,1957,CDU,294,,
2009-09-27,,Rudi,Schöberl,1955,DIE LINKE,230,,
2009-09-27,,Carolin,Schoen,1978,CSU,,BY,37
2009-09-27,,Friedrich,Schönbeck,1937,,291,,
2009-09-27,,Tilo,Schöne,1957,REP,,BY,16
2009-09-27,,Renate,Schönfeld,1948,DKP,,BE,6
2009-09-27,,Siegfried,Schönfeld,1950,GRÜNE,123,,
2009-09-27,,Detlef,Schönig,1955,DIE LINKE,293,BW,16
2009-09-27,,Uwe,Schönwald,1963,DVU,,ST,3
2009-09-27,,Richard,Schöps,1967,BP,,BY,38
2009-09-27,,Steffen,Schöps,1970,FDP,278,BW,25
2009-09-27,,Alexander,Scholl,1985,NPD,267,,
2009-09-27,,Frank,Scholz,1965,BüSo,78,BE,10
2009-09-27,,Günter,Scholz,1960,REP,,SN,2
2009-09-27,,Marcell,Scholz,1986,REP,,SN,10
2009-09-27,,Mike,Scholz,1975,REP,,TH,3
2009-09-27,,Olaf,Scholz,1958,SPD,20,HH,1
2009-09-27,,Manuela,Schon,1982,DIE LINKE,,HE,9
2009-09-27,,Alexander,Schopf,1977,FDP,265,BW,20
2009-09-27,,Susanne,Schoppen,1948,FDP,,HE,39
2009-09-27,,Erwin,Schott,1952,DIE VIOLETTEN,206,,
2009-09-27,,Fritz,Schowald,1953,DIE VIOLETTEN,,BW,8
2009-09-27,,Hartmut,Schrader,1950,,179,,
2009-09-27,,Henning,Schramm,1962,CDU,,MV,12
2009-09-27,,Inge,Schramm,1960,,242,,
2009-09-27,,Robert,Schramm,1959,ÖDP,,RP,18
2009-09-27,,Elke,Schreiber,1945,SPD,,SH,17
2009-09-27,,Peter,Schreiber,1973,NPD,156,,
2009-09-27,,Bernd Nobert Harry,Schreiner,1967,PIRATEN,,TH,3
2009-09-27,,Bertold,Schreiner,1960,BüSo,,BW,6
2009-09-27,,Ottmar,Schreiner,1946,SPD,297,SL,2
2009-09-27,,Jendrik,Schröder,1984,SPD,,NI,33
2009-09-27,Dr.,Ole,Schröder,1971,CDU,7,SH,2
2009-09-27,,Patrick Hermann,Schröder,1983,NPD,225,BY,6
2009-09-27,,Thea,Schröder,1939,DIE VIOLETTEN,,BY,11
2009-09-27,,Ulrich,Schröder,1947,DIE LINKE,30,,
2009-09-27,,Petra,Schröer,1960,SPD,,NW,70
2009-09-27,,Andrea,Schrutek,1963,DIE LINKE,165,SN,13
2009-09-27,Prof.,Gottfried,Schubert,1931,REP,223,BY,3
2009-09-27,,Jörg Hans,Schubert,1956,NPD,163,,
2009-09-27,,Katina,Schubert,1961,DIE LINKE,,BB,7
2009-09-27,,Arnd,Schubeus,1967,REP,,NW,5
2009-09-27,,Gabriele,Schuchalter-Eicke,1952,GRÜNE,179,HE,23
2009-09-27,Dr.,Lothar,Schuchmann,1940,DIE LINKE,288,,
2009-09-27,,Robert,Schuder,1968,BP,,BY,42
2009-09-27,,Heiner Helmut Willi,Schülke,1950,FDP,41,NI,11
2009-09-27,,Monika,Schüllenbach-Schöne,1941,Tierschutzpartei,,BY,3
2009-09-27,,Jörg,Schümann,1960,GRÜNE,232,,
2009-09-27,,Perdita,Schünemann,1960,DIE VIOLETTEN,,BE,4
2009-09-27,,Sigrid,Schüßler,1969,NPD,,BY,4
2009-09-27,,Rainer,Schütten,1953,SPD,,NW,73
2009-09-27,,Daniel,Schütz,1931,BP,,BY,40
2009-09-27,,Jürgen,Schützinger,1953,NPD,286,BW,1
2009-09-27,,Rudolf,Schützinger,1982,NPD,280,BW,8
2009-09-27,,Herbert Karl,Schui,1940,DIE LINKE,37,NI,4
2009-09-27,,Graf von der Friedrich-Werner,Schulenburg,1947,NPD,50,,
2009-09-27,,Oliver,Schulte,1979,CSU,,BY,38
2009-09-27,,Peter,Schulte,1969,DIE LINKE,149,NW,29
2009-09-27,,Bernhard,Schulte-Drüggelte,1951,CDU,147,NW,17
2009-09-27,,Daniel,Schultheiß,1980,PIRATEN,,TH,1
2009-09-27,,Frank,Schultz,1972,PIRATEN,,MV,4
2009-09-27,,Vasco,Schultz,1976,DIE LINKE,23,,
2009-09-27,,Velda,Schultz,1985,ÖDP,,HH,4
2009-09-27,Dr.,Andreas,Schulz,1970,GRÜNE,,HE,12
2009-09-27,,Dieter,Schulz,1969,NPD,140,,
2009-09-27,,Gerhard-Walter,Schulz,1950,DIE LINKE,48,,
2009-09-27,,Herbert Heinrich Paul,Schulz,1947,DIE LINKE,21,,
2009-09-27,Dr.,Horst,Schulz,1943,FWD,,BB,7
2009-09-27,,Ines Rosika,Schulz,1961,DIE VIOLETTEN,,BE,6
2009-09-27,,Jimmy,Schulz,1968,FDP,222,BY,10
2009-09-27,,Katrin,Schulz,1959,CDU,,SH,12
2009-09-27,,Rico,Schulz,1978,BüSo,159,SN,13
2009-09-27,,Roland,Schulz,1959,DVU,,BB,2
2009-09-27,,Swen,Schulz,1968,SPD,79,BE,3
2009-09-27,,Erik,Schulze,1984,NPD,,ST,10
2009-09-27,Prof. Dr.,Joachim,Schulze,1952,GRÜNE,158,,
2009-09-27,,Karl-Heinz,Schulze,1955,MLPD,,MV,3
2009-09-27,,Sigrid,Schulze,1966,REP,,HE,10
2009-09-27,,Tobias,Schulze,1976,DIE LINKE,,BE,10
2009-09-27,,Heinz,Schumacher,1953,,187,,
2009-09-27,,Manfred,Schumacher,1959,ÖDP,,RP,7
2009-09-27,,Markus,Schumacher,1977,NPD,142,,
2009-09-27,,Ulrich,Schumacher,1966,PIRATEN,,NW,1
2009-09-27,,Dieter,Schumann,1953,,193,,
2009-09-27,,Ingo Martin Gerhard,Schumann,1950,MLPD,,SN,6
2009-09-27,,Robert,Schumann,1947,NPD,,SL,5
2009-09-27,,Uwe,Schummer,1957,CDU,112,NW,43
2009-09-27,,Ewald,Schurer,1954,SPD,214,BY,9
2009-09-27,,Manfred,Schurr,1966,PBC,,BW,3
2009-09-27,,Alfred,Schuster,1955,SPD,,BY,55
2009-09-27,,Armin,Schuster,1961,CDU,282,,
2009-09-27,,Marina,Schuster,1975,FDP,246,BY,6
2009-09-27,,Peter,Schuster,1950,BP,,BY,39
2009-09-27,,Thorsten,Schuster,1964,NPD,21,HH,5
2009-09-27,,Angelika,Schwab,1959,Tierschutzpartei,,NW,3
2009-09-27,,Frank,Schwabe,1970,SPD,122,NW,43
2009-09-27,Dr.,Angelica Klara,Schwall-Düren,1948,SPD,128,NW,2
2009-09-27,,Stefan,Schwan,1969,GRÜNE,138,,
2009-09-27,Dr.,Martin,Schwanholz,1960,SPD,40,NI,13
2009-09-27,,Rolf,Schwanitz,1959,SPD,167,SN,3
2009-09-27,,Stefan,Schwartze,1974,SPD,134,NW,28
2009-09-27,,Andreas,Schwarz,1979,GRÜNE,262,,
2009-09-27,,Andreas,Schwarz,1965,SPD,236,BY,29
2009-09-27,Dr.,Caroline,Schwarz,1971,BP,219,BY,3
2009-09-27,Dr.,Christian,Schwarz,1974,CSU,,BY,52
2009-09-27,,Jan,Schwarz,1982,SPD,,NI,47
2009-09-27,,Maria Viktoria,Schwarz,1943,CM,,BY,7
2009-09-27,,Michael,Schwarz,1984,CDU,,RP,30
2009-09-27,,Ulrich,Schwarz,1941,NPD,259,,
2009-09-27,,Rita,Schwarzelühr-Sutter,1962,SPD,288,BW,16
2009-09-27,,Peter Paul Alfons,Schwarzenberg,1949,REP,,SN,5
2009-09-27,,Frank,Schwarzer,1974,DIE LINKE,133,,
2009-09-27,,Daniel,Schweer,1982,SPD,,NI,57
2009-09-27,Dr.,Erik,Schweickert,1972,FDP,279,BW,10
2009-09-27,Dr.,Hermann,Schweiger,1954,ÖDP,241,BY,4
2009-09-27,,Angelika Elisabeth Christine,Schweitzer,1949,MLPD,,NW,28
2009-09-27,,Gottfried,Schweitzer,1946,MLPD,95,,
2009-09-27,,Felix,Schwenke,1979,SPD,,HE,31
2009-09-27,,Frank,Schwerdt,1944,NPD,193,,
2009-09-27,,Joachim,Schwiderke,1961,SPD,189,TH,8
2009-09-27,,Heinrich,Schwimmbeck,1957,DIE LINKE,236,,
2009-09-27,,Enrico,Schwülbe,1973,DIE LINKE,45,,
2009-09-27,,Clemens Johann,Seebens,1955,PBC,,HB,2
2009-09-27,,Hans-Joachim,Seeger,1943,DIE LINKE,,NI,21
2009-09-27,,Valentin,Seehausen,1990,GRÜNE,2,,
2009-09-27,,Manfred,Seel,1954,DIE LINKE,254,,
2009-09-27,,Peter,Seelmann,1952,CDU,,RP,24
2009-09-27,,Harry,Seemann,1955,,130,,
2009-09-27,,Wolfgand Josef Emil,Seemann,1950,ÖDP,,NW,7
2009-09-27,,Ulrike,Seemann-Katz,1955,GRÜNE,12,MV,7
2009-09-27,,Matthias,Seestern-Pauly,1984,FDP,39,NI,13
2009-09-27,,Norbert,Segerath,1948,DIE LINKE,114,,
2009-09-27,,Daniela,Seibel,1969,Tierschutzpartei,,NI,5
2009-09-27,,Dietrich,Seidel,1936,NPD,34,,
2009-09-27,,Horst Gerhard,Seidel,1940,Bündnis21/RRP,,NW,2
2009-09-27,,Wolfgang,Seidel,1969,DIE LINKE,222,,
2009-09-27,,Lothar,Seidemann,1950,REP,280,BW,11
2009-09-27,Dr.,Hermann,Seiderer,1941,BP,,BY,41
2009-09-27,,Daniela,Seidl,1979,FDP,216,BY,29
2009-09-27,,Detlef,Seif,1962,CDU,93,NW,50
2009-09-27,,Berthold,Seifert,1964,REP,,BY,2
2009-09-27,Dr.,Ilja,Seifert,1951,DIE LINKE,158,SN,4
2009-09-27,,Till,Seiler,1981,GRÜNE,287,BW,16
