Wahltermin;Kandidatennummer;Titel;Nachname;Vorname;Jahrgang;Partei
22.09.2013;1040;;Gärtner;Mario;1980;PIRATEN
22.09.2013;1041;;Gärtner;Stephan Johann;1976;REP
22.09.2013;1042;;Gaisenkersting;Hans Dietmar;1967;PSG
22.09.2013;1043;;Gaitzsch;Torsten Matthias;1981;Die PARTEI
22.09.2013;1044;Dr. ;Gallandi;Volker;1955;FREIE WÄHLER
22.09.2013;1045;;Galle;Ronald;1957;BüSo
22.09.2013;1046;;Gallina;Anna;1983;GRÜNE
22.09.2013;1047;Dr. ;Gambke;Thomas;1949;GRÜNE
22.09.2013;1048;;Ganskow;Thomas Ernst Erich Emil;1967;PIRATEN
22.09.2013;1049;;Gansky;Peter;1961;ÖDP
22.09.2013;1050;;Garbe;Heinrich Theodor;1955;AfD
22.09.2013;1051;;Garbracht;Kerstin;1957;AfD
22.09.2013;1052;;Garcia Garcia;Irene Veronika;1957;DIE VIOLETTEN
22.09.2013;1053;;Garcia;Annette;1976;FREIE WÄHLER
22.09.2013;1054;;Garnier von;Mark Anthony;1972;FAMILIE
22.09.2013;1055;;Gastel;Matthias;1970;GRÜNE
22.09.2013;1056;;Gatter;Jens;1986;NPD
22.09.2013;1057;;Gattner;Thomas;1982;FREIE WÄHLER
22.09.2013;1058;;Gatz;Cornelia;1973;DIE VIOLETTEN
22.09.2013;1059;Dr. ;Gauland;Alexander Eberhardt;1941;AfD
22.09.2013;1060;;Gaus;Alexander;1984;GRÜNE
22.09.2013;1061;Dr. ;Gaus;Henning;1958;FREIE WÄHLER
22.09.2013;1062;;Gausmann;Stephanus;1965;PBC
22.09.2013;1063;Dr. ;Gauweiler;Peter;1949;CSU
22.09.2013;1064;;Geb;Christiane;1958;AfD
22.09.2013;1065;;Gebauer;Steffen Lars;1971;AfD
22.09.2013;1066;;Gebert;Torsten;1972;FDP
22.09.2013;1067;;Gebhardt;Herbert Alexander;1944;ÖDP
22.09.2013;1068;Dr. ;Gebhart;Thomas;1971;CDU
22.09.2013;1069;;Gebhart;Viktor Maria;1985;Tierschutzpartei
22.09.2013;1070;;Gecgel;Ali Riza;1970;MLPD
22.09.2013;1071;;Gehrcke-Reymann;Wolfgang;1943;DIE LINKE
22.09.2013;1072;;Gehring;Kai Boris;1977;GRÜNE
22.09.2013;1073;Dr. ;Gehrke;Axel;1942;AfD
22.09.2013;1074;;Geider;Bernd;1953;NPD
22.09.2013;1075;;Geiger;Alexander;1981;GRÜNE
22.09.2013;1076;;Geiger;Markus;1979;VERNUNFT
22.09.2013;1077;;Geiger;Ronald;1969;AfD
22.09.2013;1078;;Geis;Nedeljka;1971;SPD
22.09.2013;1079;;Geislinger;Robert;1988;PIRATEN
22.09.2013;1080;;Geissler;Jonas Alexander Tecumseh;1984;CSU
22.09.2013;1081;;Geißler;Lola Beate Friederike;1960;DIE FRAUEN
22.09.2013;1082;Dr. ;Geng;Norbert;1965;VERNUNFT
22.09.2013;1083;;Genschorek;Maria;1989;GRÜNE
22.09.2013;1084;;Gentsch;Patrick;1976;NPD
22.09.2013;1085;;Georgiou;Gabriele;1955;MLPD
22.09.2013;1086;;Gérard;Michel Philippe;1979;Die PARTEI
22.09.2013;1087;;Gerber;Bernd Bruno;1953;FREIE WÄHLER
22.09.2013;1088;;Gerdes;Michael;1960;SPD
22.09.2013;1089;;Gerig;Alois;1956;CDU
22.09.2013;1090;;Gernegroß;Andreas;1972;GRÜNE
22.09.2013;1091;;Gerr;Michael;1966;GRÜNE
22.09.2013;1092;;Gersberg;Nadine;1977;SPD
22.09.2013;1093;;Gerster;Martin;1971;SPD
22.09.2013;1094;;Gerstle;Hans-Günter;1959;AfD
22.09.2013;1095;;Gervelmeyer;Ralf;1970;PBC
22.09.2013;1096;;Gerwert;Thomas-Dieter;1969;PIRATEN
22.09.2013;1097;;Gesinn;Antje;1965;GRÜNE
22.09.2013;1098;;Giar;Johannes;1987;SPD
22.09.2013;1099;;Gienger;Eberhard;1951;CDU
22.09.2013;1100;;Giermann;Rita Maria;1941;MLPD
22.09.2013;1101;;Giesbert;Tim;1980;GRÜNE
22.09.2013;1102;;Giese;Herta-Margarete;1935;Tierschutzpartei
22.09.2013;1103;;Gillet;Elmar;1965;GRÜNE
22.09.2013;1104;;Gilsdorf;Cyrill Bernhard Erik;1966;ÖDP
22.09.2013;1105;;Ginsbach;Patrick;1984;GRÜNE
22.09.2013;1106;;Giousouf;Cemile;1978;CDU
22.09.2013;1107;;Gladigau;Jürgen;1969;AfD
22.09.2013;1108;;Glas;Bärbel;1962;CDU
22.09.2013;1109;;Glaser;Albrecht Heinz Erhard;1942;AfD
22.09.2013;1110;;Glathe-Braun;Eva-Maria;1958;DIE LINKE
22.09.2013;1111;;Gleicke;Iris;1964;SPD
22.09.2013;1112;;Gleisenstein;Jörg;1973;GRÜNE
22.09.2013;1113;;Glienke;Björn;1978;PIRATEN
22.09.2013;1114;;Glienke;Harro;1958;PIRATEN
22.09.2013;1115;;Glöckner;Angelika;1962;SPD
22.09.2013;1116;;Glowka;Heiko;1969;NPD
22.09.2013;1117;;Gmelch;Therese;1955;MLPD
22.09.2013;1118;;Gminder;Franziska;1945;AfD
22.09.2013;1119;;Gnann;Christa;1965;ÖDP
22.09.2013;1120;;Gockenbach;Maria;1979;Tierschutzpartei
22.09.2013;1121;;Göbel;Michael;1963;FREIE WÄHLER
22.09.2013;1122;;Goedeke;Werner;1949;NPD
22.09.2013;1123;;Göggelmann;Britta;1992;ÖDP
22.09.2013;1124;;Göggelmann;Klaus;1960;ÖDP
22.09.2013;1125;;Göggelmann;Ute;1959;ÖDP
22.09.2013;1126;;Göhler;Karel;1972;MLPD
22.09.2013;1127;;Gökhan;Zeki;1956;DIE LINKE
22.09.2013;1128;;Göpfert;Carsten;1973;PIRATEN
22.09.2013;1129;;Göppel;Josef;1950;CSU
22.09.2013;1130;;Goergens;Ludwig;1949;pro Deutschland
22.09.2013;1131;;Göring-Eckardt;Katrin Dagmar;1966;GRÜNE
22.09.2013;1132;;Göritz;Veit;1985;PIRATEN
22.09.2013;1133;;Görler;Uwe Hans;1960;pro Deutschland
22.09.2013;1134;;Goerlich;Rudolf;1943;FREIE WÄHLER
22.09.2013;1135;;Görmann;Horst Günter;1953;NPD
22.09.2013;1136;;Görnemann;Uwe Detlev;1953;pro Deutschland
22.09.2013;1137;;Görnitz;Steve;1987;FDP
22.09.2013;1138;;Görzel;Volker;1970;FDP
22.09.2013;1139;;Göschel;Ingo Lutz;1955;FREIE WÄHLER
22.09.2013;1140;;Göschel;Michael Gerhard;1975;AfD
22.09.2013;1141;;Göthert;Tobias;1989;Die PARTEI
22.09.2013;1142;;Göttling;Tobias;1993;CDU
22.09.2013;1143;Dr. ;Göttner-Abendroth;Heide;1941;DIE FRAUEN
22.09.2013;1144;;Goetz;Ulrich;1980;Die PARTEI
22.09.2013;1145;;Goffart;Bernd;1966;CDU
22.09.2013;1146;Dr. ;Gohl;Christopher;1974;FDP
22.09.2013;1147;;Gohlke;Nicole;1975;DIE LINKE
22.09.2013;1148;;Gold;Ralf;1968;BP
22.09.2013;1149;;Goldmann;Hans-Michael;1946;FDP
22.09.2013;1150;;Goldschmidt;Hans-Joachim;1950;pro Deutschland
22.09.2013;1151;;Goldstein;Ulrike;1976;GRÜNE
22.09.2013;1152;;Goletz;Philipp Simon;1954;FREIE WÄHLER
22.09.2013;1153;;Golombeck;Heinz;1948;FDP
22.09.2013;1154;;Golze;Diana Hertha;1975;DIE LINKE
22.09.2013;1155;;Gornik;Charlotte;1944;BP
22.09.2013;1156;;Gorsler;Daniel;1986;VERNUNFT
22.09.2013;1157;;Gottberg von;Wilhelm;1940;AfD
22.09.2013;1158;;Gottesleben;Jörg;1968;FREIE WÄHLER
22.09.2013;1159;;Gottschalck;Ulrike;1955;SPD
22.09.2013;1160;;Gottschalk;Kay;1965;AfD
22.09.2013;1161;;Graaf;Andreas;1982;PIRATEN
22.09.2013;1162;;Graber;Gabriel;1980;BIG
22.09.2013;1163;;Grader;Wolfgang;1960;GRÜNE
22.09.2013;1164;;Gräntzdörffer;Josiane Insa Thembi;1984;PIRATEN
22.09.2013;1165;;Graf;Hans-Jürgen;1969;NPD
22.09.2013;1166;;Graf;Irina;1961;DIE LINKE
22.09.2013;1167;;Graf;Josef;1960;NPD
22.09.2013;1168;;Grahn;René David;1992;NPD
22.09.2013;1169;;Grambow;Thomas;1963;SPD
22.09.2013;1170;;Gramm;Johannes Dieter;1964;
22.09.2013;1171;;Granderath;Dorothee;1966;GRÜNE
22.09.2013;1172;;Granser;Bruno;1953;REP
22.09.2013;1173;;Gras;Klaus Alfons;1953;NPD
22.09.2013;1174;;Grasenack-Tente;Daniel-Enrico;1984;BüSo
22.09.2013;1175;Dr. ;Graudin;Andreas;1965;pro Deutschland
22.09.2013;1176;;Graue;Oliver;1967;ÖDP
22.09.2013;1177;;Graupner;Richard;1963;REP
22.09.2013;1178;;Greilich;Annette;1958;FDP
22.09.2013;1179;;Greim;Oswald Emil;1954;DIE LINKE
22.09.2013;1180;;Grein;Thomas;1960;DIE LINKE
22.09.2013;1181;;Greipel;Werner Otto;1949;AfD
22.09.2013;1182;Dr. ;Gremmler;Bernhard;1948;ÖDP
22.09.2013;1183;;Gremmler;Simon Martin;1983;ÖDP
22.09.2013;1184;;Grenda;Frank;1967;PIRATEN
22.09.2013;1185;;Grey;Thomas;1975;NPD
22.09.2013;1186;;Grieb;Bernhard;1969;FREIE WÄHLER
22.09.2013;1187;;Griesbaum;Joachim Robert Maria;1955;MLPD
22.09.2013;1188;;Griese;Kerstin;1966;SPD
22.09.2013;1189;;Grimm;Christoph Herbert Walter;1957;AfD
22.09.2013;1190;;Grimm;Ulrike Eleonore;1962;CSU
22.09.2013;1191;;Grindel;Reinhard Dieter;1961;CDU
22.09.2013;1192;;Groden-Kranich;Ursula;1965;CDU
22.09.2013;1193;;Gröhe;Hermann;1961;CDU
22.09.2013;1194;;Gröhler;Klaus-Dieter;1966;CDU
22.09.2013;1195;;Gröner;Friedrich;1947;BüSo
22.09.2013;1196;;Groeneveld;Hinrich;1958;FREIE WÄHLER
22.09.2013;1197;;Grötsch;Uli;1975;SPD
22.09.2013;1198;;Grötze;Ingo;1969;GRÜNE
22.09.2013;1199;;Grötzsch;Manfred;1946;BüSo
22.09.2013;1200;;Grötzsch;Stefan;1986;Die PARTEI
22.09.2013;1201;;Grohganz;Raphael;1952;CDU
22.09.2013;1202;;Groll;Franz;1943;DIE LINKE
22.09.2013;1203;;Groneberg;Gabriele;1955;SPD
22.09.2013;1204;;Groß;Michael Peter;1956;SPD
22.09.2013;1205;;Große;Steffen;1967;FREIE WÄHLER
22.09.2013;1206;;Grosse-Brömer;Michael;1960;CDU
22.09.2013;1207;;Grosser;Lüder;1973;BüSo
22.09.2013;1208;;Großjean;Marc;1986;PIRATEN
22.09.2013;1209;;Grote;Burghard;1946;GRÜNE
22.09.2013;1210;;Grotelüschen;Astrid;1964;CDU
22.09.2013;1211;;Groth;Annette;1954;DIE LINKE
22.09.2013;1212;;Grube;Oliver;1970;PIRATEN
22.09.2013;1213;;Gruber;Daniel;1987;PIRATEN
22.09.2013;1214;;Gruber;Sabine Ursula;1959;DIE VIOLETTEN
22.09.2013;1215;;Grübel;Markus;1959;CDU
22.09.2013;1216;;Grüllich-Mack;Matthias;1966;PIRATEN
22.09.2013;1217;;Gründler;Birgitta;1961;BüSo
22.09.2013;1218;;Gründler;Michael Johannes;1958;BüSo
22.09.2013;1219;;Grüner;Anton;1951;REP
22.09.2013;1220;;Grünewald;Heinz Werner;1962;NPD
22.09.2013;1221;;Grünler;Kai;1971;PIRATEN
22.09.2013;1222;;Grütters;Monika;1962;CDU
22.09.2013;1223;;Grumich;Horst Josef Walter;1950;FDP
22.09.2013;1224;;Grund;Manfred;1955;CDU
22.09.2013;1225;;Grundmann;Bastian;1982;PIRATEN
22.09.2013;1226;;Grundmann;Oliver;1971;CDU
22.09.2013;1227;;Gruner;Stefanie;1980;GRÜNE
22.09.2013;1228;;Grunert;Benno;1935;NPD
22.09.2013;1229;;Grunert;Jörg;1966;FREIE WÄHLER
22.09.2013;1230;;Grunzel;Michael;1969;NPD
22.09.2013;1231;;Grupe;Alexander;1978;Die PARTEI
22.09.2013;1232;;Gruß;Miriam;1975;FDP
22.09.2013;1233;;Guckenbiehl;Oliver;1982;SPD
22.09.2013;1234;;Guckert;Andreas;1980;PIRATEN
22.09.2013;1235;;Gudella de Graaf;Ute;1958;SPD
22.09.2013;1236;Dr. ;Gührs;Erik;1982;SPD
22.09.2013;1237;;Güllich;Hans-Jürgen;1962;NPD
22.09.2013;1238;;Günther;Reinhard;1944;FDP
22.09.2013;1239;;Günther;Thomas Joachim;1951;MLPD
22.09.2013;1240;;Günther;Uwe;1932;RENTNER
22.09.2013;1241;;Güntzler;Fritz;1966;CDU
22.09.2013;1242;;Gums;Rüdiger;1959;
22.09.2013;1243;Dr. ;Gundelach;Herlind Magdalena;1949;CDU
22.09.2013;1244;;Gundelbacher;Thomas;1964;PIRATEN
22.09.2013;1245;;Gunkel;Angelika Eleonore Wilhelmine;1955;GRÜNE
22.09.2013;1246;;Gunkel;Wolfgang Michael;1947;SPD
22.09.2013;1247;;Gurack;Ditte;1973;GRÜNE
22.09.2013;1248;;Gutsch;Alexander;1989;
22.09.2013;1249;;Gutsche;Hermann Josef Andreas;1954;NPD
22.09.2013;1250;;Gutting;Olav Steffen;1970;CDU
22.09.2013;1251;;Guzy;Joachim Josef;1958;FREIE WÄHLER
22.09.2013;1252;Dr. ;Gysi;Gregor;1948;DIE LINKE
22.09.2013;1253;;Haack;Andreas;1979;NPD
22.09.2013;1254;;Haag;Rainer;1962;REP
22.09.2013;1255;;Haage;Gert;1948;FREIE WÄHLER
22.09.2013;1256;;Haarmann;Kerstin;1966;GRÜNE
22.09.2013;1257;;Haas;Angelika;1941;REP
22.09.2013;1258;;Haase;Christian;1966;CDU
22.09.2013;1259;;Haase;Martin;1955;AfD
22.09.2013;1260;;Haase;Stephan;1968;NPD
22.09.2013;1261;;Haase;Wilfried Harald;1940;FREIE WÄHLER
22.09.2013;1262;;Habedank;André;1972;AfD
22.09.2013;1263;;Habel;Peter;1963;FDP
22.09.2013;1264;;Habermann;Heike Margot;1956;GRÜNE
22.09.2013;1265;;Haböck;Vera;1974;FDP
22.09.2013;1266;;Hacker;Hans-Joachim;1949;SPD
22.09.2013;1267;;Hacker;Sebastian;1984;PIRATEN
22.09.2013;1268;;Haddouti;Mohamed;1968;BIG
22.09.2013;1269;;Haderer;Roland;1949;BüSo
22.09.2013;1270;;Häberle;Axel;1956;CDU
22.09.2013;1271;;Häfen von;Sylvia;1974;DIE LINKE
22.09.2013;1272;;Häger;Iris;1971;FREIE WÄHLER
22.09.2013;1273;;Häggberg;Florian;1972;ÖDP
22.09.2013;1274;;Häggberg;Verena;1973;ÖDP
22.09.2013;1275;;Hähnel;Stella;1972;NPD
22.09.2013;1276;;Hähnlein;René;1971;DIE LINKE
22.09.2013;1277;;Händelkes;Melanie;1977;NPD
22.09.2013;1278;;Haenschke;Gustav Walter;1948;NPD
22.09.2013;1279;;Hänsel;Heike;1966;DIE LINKE
22.09.2013;1280;;Härting;Martina;1956;AfD
22.09.2013;1281;;Haese;Peter Joachim Bruno;1937;NPD
22.09.2013;1282;;Hässelbarth;Ralf Peter Siegfried;1952;GRÜNE
22.09.2013;1283;;Häusling;Hermann;1956;GRÜNE
22.09.2013;1284;;Hagedorn;Bettina;1955;SPD
22.09.2013;1285;;Hagedorn;Nicolai;1976;Die PARTEI
22.09.2013;1286;;Hagelstede;Guido;1967;DIE LINKE
22.09.2013;1287;;Hagelstein;Dirk Gene;1967;SPD
22.09.2013;1288;;Hagemann;Willy;1989;SPD
22.09.2013;1289;;Hagen;Heide;1956;PIRATEN
22.09.2013;1290;;Hagl-Kehl;Rita;1970;SPD
22.09.2013;1291;;Hahn;Andreas;1971;PIRATEN
22.09.2013;1292;Dr. ;Hahn;André Peter Frank;1963;DIE LINKE
22.09.2013;1293;;Hahn;Florian;1974;CSU
22.09.2013;1294;;Hahn;Julius;1994;PIRATEN
22.09.2013;1295;;Hahn;Peter;1958;REP
22.09.2013;1296;;Haider;Bernd;1968;REP
22.09.2013;1297;;Hajduk;Anja Margarete Helene;1963;GRÜNE
22.09.2013;1298;;Hajek;Rainer;1945;CDU
22.09.2013;1299;;Hakverdi;Metin;1969;SPD
22.09.2013;1300;;Halbe;Bastian;1993;PIRATEN
22.09.2013;1301;;Haliti;Marcel;1983;NPD
22.09.2013;1302;;Hall von;Peter-René;1981;AfD
22.09.2013;1303;;Hallasch;Philip-Mario;1989;NPD
22.09.2013;1304;;Hamal;Klaus;1965;FREIE WÄHLER
22.09.2013;1305;;Hamann;David;1981;Die PARTEI
22.09.2013;1306;;Hamburger;Josef;1963;CDU
22.09.2013;1307;;Hammer;Pirmin;1961;NPD
22.09.2013;1308;;Hammer;Silke;1968;AfD
22.09.2013;1309;;Hammerlindl;Klaus Anton;1965;Die PARTEI
22.09.2013;1310;;Hammitzsch;Gerhard;1958;FREIE WÄHLER
22.09.2013;1311;;Hampel;Armin-Paulus;1957;AfD
22.09.2013;1312;;Hampel;Martin;1980;PIRATEN
22.09.2013;1313;;Hampel;Ulrich;1964;SPD
22.09.2013;1314;;Hand;Gesche;1972;GRÜNE
22.09.2013;1315;;Hanf;Martina;1967;ÖDP
22.09.2013;1316;;Hanf;Thomas;1969;ÖDP
22.09.2013;1317;;Hanfland;Margarita Maria;1957;BIG
22.09.2013;1318;;Hanika;Christian;1986;FREIE WÄHLER
22.09.2013;1319;;Hanisch;Angela Anne;1957;GRÜNE
22.09.2013;1320;Dr. ;Hanisch;Karl Hans-Joachim;1948;DIE LINKE
22.09.2013;1321;;Hanke;Meinhard Franz Helmut;1940;DIE VIOLETTEN
22.09.2013;1322;;Hansen;Arnold;1956;FREIE WÄHLER
22.09.2013;1323;Dr. ;Hansen;Gerhard;1959;FDP
22.09.2013;1324;;Hansen;Frank;1973;FDP
22.09.2013;1325;;Hansmeyer;Ramón;1975;AfD
22.09.2013;1326;;Hantusch;Thomas;1966;NPD
22.09.2013;1327;Dr. ;Happach-Kasan;Christel Erika;1950;FDP
22.09.2013;1328;;Happe;Markus;1976;FREIE WÄHLER
22.09.2013;1329;Dr. ;Harbarth;Stephan;1971;CDU
22.09.2013;1330;;Harder;Ronald;1947;RENTNER
22.09.2013;1331;;Hardt;Jürgen;1963;CDU
22.09.2013;1332;;Harig;Klaus;1963;AfD
22.09.2013;1333;;Harling;Katharina;1985;Die PARTEI
22.09.2013;1334;;Harmel;Sebastian;1982;PIRATEN
22.09.2013;1335;;Harms;Daniel;1981;Die PARTEI
22.09.2013;1336;;Hartjen;Florian Andreas;1990;FDP
22.09.2013;1337;;Hartmann;Alexander;1961;BüSo
22.09.2013;1338;;Hartmann;Caroline;1959;BüSo
22.09.2013;1339;;Hartmann;Christian;1985;CDU
22.09.2013;1340;;Hartmann;Kai;1971;Bündnis21/RRP
22.09.2013;1341;;Hartmann;Michael;1963;SPD
22.09.2013;1342;;Hartmann;Sebastian;1977;SPD
22.09.2013;1343;;Hartmann;Simon;1977;SPD
22.09.2013;1344;;Hartmann;Uwe;1963;BP
22.09.2013;1345;;Hartrich;Michael Richard;1967;PIRATEN
22.09.2013;1346;Dr. ;Hartung;Thomas;1962;AfD
22.09.2013;1347;;Hartung;Melanie;1976;AfD
22.09.2013;1348;;Haschke;Mathias;1982;Die PARTEI
22.09.2013;1349;;Hasecke;Ulrich;1963;PIRATEN
22.09.2013;1350;;Hasenjäger;Agnes;1950;DIE LINKE
22.09.2013;1351;;Haskic;Beate;1965;BP
22.09.2013;1352;;Haslinger;Thomas;1986;CSU
22.09.2013;1353;;Hassel;Dagmar Luise;1958;CDU
22.09.2013;1354;;Hasselfeldt;Gerda;1950;CSU
22.09.2013;1355;;Haßelmann;Britta;1961;GRÜNE
22.09.2013;1356;;Hastan;Christine;1961;BüSo
22.09.2013;1357;;Hattendorf;Arne;1967;PIRATEN
22.09.2013;1358;;Haubrich;Melanie Svenja;1983;SPD
22.09.2013;1359;;Hauck;Albrecht;1954;FAMILIE
22.09.2013;1360;;Hauck;Marc;1978;FDP
22.09.2013;1361;;Hauck;Nobert;1949;REP
22.09.2013;1362;;Hauer;Matthias;1977;CDU
22.09.2013;1363;;Haug;Stefan;1958;GRÜNE
22.09.2013;1364;;Haugk;Matthias;1962;REP
22.09.2013;1365;;Hauke;Marco;1973;PIRATEN
22.09.2013;1366;;Hauptmann;Mark Lars Carsten;1984;CDU
22.09.2013;1367;Dr. ;Hausberg;Dietlind;1962;AfD
22.09.2013;1368;Dr. ;Hauser;Rolf Dieter;1955;FREIE WÄHLER
22.09.2013;1369;Dr. ;Hausmann;Sebastian;1968;AfD
22.09.2013;1370;;Haustein;Heinz-Peter;1954;FDP
22.09.2013;1371;;Haveneth;Birgit;1975;FDP
22.09.2013;1372;;Haydt;Claudia;1966;DIE LINKE
22.09.2013;1373;;Heber;Claudia;1976;CDU
22.09.2013;1374;;Hebestadt;Marco;1983;BüSo
22.09.2013;1375;Dr. ;Heck;Stefan;1982;CDU
22.09.2013;1376;;Heck;Peter Hubert;1951;FREIE WÄHLER
22.09.2013;1377;;Hecker;Heinz-Josef;1948;AfD
22.09.2013;1378;;Hecker;Hermine;1935;CDU
22.09.2013;1379;;Heendorf;Michael;1964;AfD
22.09.2013;1380;;Heepen;Michael Remy;1978;Die PARTEI
22.09.2013;1381;;Heesen;René;1992;GRÜNE
22.09.2013;1382;;Hegeler;Beate;1955;REP
22.09.2013;1383;;Hegeler;Horst;1939;REP
22.09.2013;1384;;Hegenbarth;Thomas;1964;PIRATEN
22.09.2013;1385;;Hegener;Wilhelm;1955;pro Deutschland
22.09.2013;1386;;Hegewald;Jann Christian;1992;CDU
22.09.2013;1387;;Hehl;Christian;1969;NPD
22.09.2013;1388;;Heide;Srita;1968;CDU
22.09.2013;1389;;Heidenblut;Dirk;1961;SPD
22.09.2013;1390;;Heidenreich;Ralph;1957;DIE LINKE
22.09.2013;1391;Dr. ;Heider;Matthias;1966;CDU
22.09.2013;1392;;Heider;Maria;1959;GRÜNE
22.09.2013;1393;;Heider;Stephan;1966;ÖDP
22.09.2013;1394;;Heiderich;Helmut;1949;CDU
22.09.2013;1395;;Heidingsfelder;Martin;1965;PIRATEN
22.09.2013;1396;;Heidkamp;Erich Heinrich;1948;AfD
22.09.2013;1397;;Heidrich;Annette Mathilde;1967;SPD
22.09.2013;1398;;Heidt;Peter;1965;FDP
22.09.2013;1399;;Heike;Anny;1948;DIE LINKE
22.09.2013;1400;Dr. ;Heil;Matthias;1963;Die PARTEI
22.09.2013;1401;;Heil;Hubertus;1972;SPD
22.09.2013;1402;;Heil;Mechthild;1961;CDU
22.09.2013;1403;;Heilig;Martin Michael;1975;GRÜNE
22.09.2013;1404;;Heilig;Thomas;1964;FREIE WÄHLER
22.09.2013;1405;;Heilmeier;Bernd;1959;FREIE WÄHLER
22.09.2013;1406;;Heim;Adrian;1964;ÖDP
22.09.2013;1407;;Heim;Elmar;1952;DIE LINKE
22.09.2013;1408;;Heim;Ulrich Wolfgang;1957;NPD
22.09.2013;1409;Dr. ;Heimann;Christian Jörg Johannes Hinrich;1961;FREIE WÄHLER
22.09.2013;1410;;Heimann;Wolfgang;1960;
22.09.2013;1411;;Heimsoth;Dirk;1956;NPD
22.09.2013;1412;Dr. ;Hein;Rosemarie Anna Gertrud;1953;DIE LINKE
22.09.2013;1413;;Hein;Olaf;1956;AfD
22.09.2013;1414;;Hein;Wilfried;1952;REP
22.09.2013;1415;;Heine;Tobias;1986;PIRATEN
22.09.2013;1416;;Heineke;Heinrich;1949;FDP
22.09.2013;1417;;Heinel;Silvia;1988;BüSo
22.09.2013;1418;Dr. ;Heinemann;Uwe;1975;SPD
22.09.2013;1419;;Heinen;Alexandra;1971;CDU
22.09.2013;1420;;Heinlein;Filip;1985;GRÜNE
22.09.2013;1421;;Heinrich;Detlef;1942;pro Deutschland
22.09.2013;1422;;Heinrich;Frank;1964;CDU
22.09.2013;1423;;Heinrich;Gabriela;1963;SPD
22.09.2013;1424;;Heinrich;Ralf;1962;BüSo
22.09.2013;1425;;Heinrich;Ronald;1976;PIRATEN
22.09.2013;1426;;Heinrich;Torsten;1982;AfD
22.09.2013;1427;;Heintze;Roland;1973;CDU
22.09.2013;1428;;Heinzmann;Axel Werner;1946;NPD
22.09.2013;1429;;Heinzmann-Jiménez;Gabriel;1991;PIRATEN
22.09.2013;1430;;Heipel;Tabea;1988;SPD
22.09.2013;1431;;Heise;Thorsten;1969;NPD
22.09.2013;1432;;Heiske;Thomas Martin;1966;FDP
22.09.2013;1433;;Heiß;Michael;1947;NPD
22.09.2013;1434;;Heitmann;Alfred;1948;AfD
22.09.2013;1435;;Held;Marcus;1977;SPD
22.09.2013;1436;;Heldberg;Thomas;1977;FDP
22.09.2013;1437;;Heldmann;Eva-Maria Helene;1982;SPD
22.09.2013;1438;;Helfrich;Marc André;1978;CDU
22.09.2013;1439;;Helge;Ingo Rüdiger;1976;NPD
22.09.2013;1440;;Heller;Hendrick Tilmann;1986;NPD
22.09.2013;1441;;Heller;Uda Carmen Freia;1951;CDU
22.09.2013;1442;;Heller-Elspaß;Alexander;1953;Die PARTEI
22.09.2013;1443;;Helling;Harald;1958;SPD
22.09.2013;1444;;Helling-Plahr;Katrin;1986;FDP
22.09.2013;1445;;Hellmich;Wolfgang;1958;SPD
22.09.2013;1446;;Hellmuth;Jörg;1957;CDU
22.09.2013;1447;;Hellriegel;Ronnie;1978;NPD
22.09.2013;1448;;Helm;Anne;1986;PIRATEN
22.09.2013;1449;;Hemmerich;Kai-Uwe;1969;CDU
22.09.2013;1450;Dr. ;Hendricks;Barbara;1952;SPD
22.09.2013;1451;;Henjes;Lutz-Michael;1959;AfD
22.09.2013;1452;;Henke;Jürgen Christoph;1958;NPD
22.09.2013;1453;;Henke;Rudolf;1954;CDU
22.09.2013;1454;;Henn;Heidtrud;1962;SPD
22.09.2013;1455;;Hennes;Benjamin Herbert;1987;NPD
22.09.2013;1456;;Hennig;Holger;1974;PIRATEN
22.09.2013;1457;;Hennig;Mario;1966;SPD
22.09.2013;1458;;Hennig;Martin;1970;BüSo
22.09.2013;1459;;Henning;Joachim H.;1952;FREIE WÄHLER
22.09.2013;1460;;Henninger;Hans-Dieter;1952;AfD
22.09.2013;1461;;Hennrich;Michael;1965;CDU
22.09.2013;1462;;Henrichs;Wener;1938;Volksabstimmung
22.09.2013;1463;;Hense;Norbert;1990;PIRATEN
22.09.2013;1464;Dr. ;Hentschel;Stephanie;1963;FREIE WÄHLER
22.09.2013;1465;;Hentschel;Michael;1964;AfD
22.09.2013;1466;;Heppding;Achim;1954;PSG
22.09.2013;1467;Dr. ;Herbert;Ernst Albert;1952;MLPD
22.09.2013;1468;Dr. ;Herbert;Ulrich;1952;FDP
22.09.2013;1469;;Herbert;Reinhold;1961;FREIE WÄHLER
22.09.2013;1470;;Herbert;Sibylle Bärbel;1942;FDP
22.09.2013;1471;;Herbig;Günter Franz Wilhelm;1948;DIE LINKE
22.09.2013;1472;;Herbold;Peter;1965;REP
22.09.2013;1473;;Herbold;Philipp Alexander;1983;FDP
22.09.2013;1474;;Hercher;Rolf;1937;
22.09.2013;1475;;Herdan;Marion Marga;1958;CDU
22.09.2013;1476;;Herff;Janina;1983;DIE LINKE
22.09.2013;1477;Dr. ;Herget von;Harald;1963;FREIE WÄHLER
22.09.2013;1478;;Herion;Peter;1941;pro Deutschland
22.09.2013;1479;;Herlitzius;Bettina;1960;GRÜNE
22.09.2013;1480;;Hermann;Frank-Uwe;1943;REP
